timestamp,test-class,test-method,time,description,result
2021-12-10 12:58:41.68,acme.testing.administrator.configuration.AdministratorConfigurationListTest,ListRecent,5241,"[1] recordIndex=0, spam=sex,sexo,hard core,viagra,cialis,nigeria,has ganado,you've won,millon de dolares,million dollar, threshold=0.1",OK
2021-12-10 12:58:57.886,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,6299,"[1] recordIndex=0, spam=sex, threshold=0.1",OK
2021-12-10 12:59:03.911,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,5759,"[2] recordIndex=0, spam=sex, threshold=0",OK
2021-12-10 12:59:09.902,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,5740,"[3] recordIndex=0, spam=sex, threshold=1",OK
2021-12-10 12:59:16.025,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,5901,"[4] recordIndex=0, spam=sex, threshold=0.5",OK
2021-12-10 12:59:22.046,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,5758,"[5] recordIndex=0, spam=million dollars, threshold=0",OK
2021-12-10 12:59:27.245,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4942,"[1] recordIndex=0, spam=null, threshold=-500",OK
2021-12-10 12:59:32.464,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4965,"[2] recordIndex=0, spam=null, threshold=null",OK
2021-12-10 12:59:37.62,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4901,"[3] recordIndex=0, spam=null, threshold=0",OK
2021-12-10 12:59:42.745,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4893,"[4] recordIndex=0, spam=null, threshold=1.2",OK
2021-12-10 12:59:47.876,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4890,"[5] recordIndex=0, spam=null, threshold=1",OK
2021-12-10 12:59:52.971,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4848,"[6] recordIndex=0, spam=null, threshold=0.1",OK
2021-12-10 12:59:58.096,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4878,"[7] recordIndex=0, spam=null, threshold=0.89",OK
2021-12-10 13:00:03.301,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4943,"[8] recordIndex=0, spam=sex, threshold=null",OK
2021-12-10 13:00:08.433,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4887,"[9] recordIndex=0, spam=sex, threshold=-0.1",OK
2021-12-10 13:00:13.559,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4867,"[10] recordIndex=0, spam=sex, threshold=null",OK
2021-12-10 13:00:18.748,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4927,"[11] recordIndex=0, spam=sex, threshold=1.2",OK
2021-12-10 13:00:24.087,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,5089,"[12] recordIndex=0, spam=sex, threshold=600",OK
2021-12-10 13:00:29.211,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4897,"[13] recordIndex=0, spam=sex, threshold=-600",OK
2021-12-10 13:00:40.165,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,2093,"[1] recordIndex=0, title=Clean my car, periodInitial=2021/12/08 12:30, periodFinal=2022/01/20 12:45, description=I have to clean my car, workload=0.10, link=http://lavaderos.com",OK
2021-12-10 13:00:42.436,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,2026,"[2] recordIndex=1, title=Clean my house, periodInitial=2021/12/08 12:30, periodFinal=2022/01/25 13:30, description=I have to clean my house, workload=1.00, link=null",OK
2021-12-10 13:00:44.545,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,1868,"[3] recordIndex=2, title=Go to the doctor, periodInitial=2021/12/08 12:30, periodFinal=2022/01/27 13:30, description=I have to go to the doctor, workload=1.34, link=null",OK
2021-12-10 13:00:46.953,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,2162,"[4] recordIndex=3, title=Developing my application, periodInitial=2021/12/08 12:30, periodFinal=2022/01/28 13:30, description=I have to finish developing my application, workload=8.59, link=http://www.sample-app.com",OK
2021-12-10 13:00:49.058,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,1885,"[5] recordIndex=4, title=Study the math exam, periodInitial=2021/12/08 12:30, periodFinal=2022/01/26 12:30, description=I have to study the math exam, workload=11.25, link=null",OK
2021-12-10 13:00:52.237,acme.testing.anonymous.duty.AnonymousDutyListTest,listAnonymousNegative,2892,"[1] user=officer1, password=officer1",OK
2021-12-10 13:00:55.315,acme.testing.anonymous.duty.AnonymousDutyListTest,listAnonymousNegative,2843,"[2] user=officer2, password=officer2",OK
2021-12-10 13:01:09.042,acme.testing.athenticated.duty.AuthenticatedDutyListTest,listPublicFinishedDuties,4759,"[1] recordIndex=0, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, title=Do exercises, description=I have to finish the dp delivery, workload=0.44, link=http://www.sample-app.com",OK
2021-12-10 13:01:13.873,acme.testing.athenticated.duty.AuthenticatedDutyListTest,listPublicFinishedDuties,4567,"[2] recordIndex=1, periodInitial=2021/07/07 00:00, periodFinal=2021/07/08 00:00, title=Buy vegetables, description=I have to go to the supermarket, workload=1.15, link=http://supermarketOnline.com",OK
2021-12-10 13:01:18.837,acme.testing.athenticated.duty.AuthenticatedDutyListTest,listPublicFinishedDuties,4723,"[3] recordIndex=2, periodInitial=2021/07/28 13:50, periodFinal=2021/08/28 17:55, title=Study the math test, description=I have to study this month, workload=9.00, link=http://mathExams.com",OK
2021-12-10 13:01:23.745,acme.testing.athenticated.duty.AuthenticatedDutyListTest,listPublicFinishedDuties,4655,"[4] recordIndex=3, periodInitial=2021/03/31 19:50, periodFinal=2021/08/30 17:55, title=Study the math exam, description=I have to study the math exam, workload=1.34, link=null",OK
2021-12-10 13:01:24.055,acme.testing.athenticated.duty.AuthenticatedDutyListTest,listNegativeAuthenticated,61,"[1] user=administrator, password=administrator",OK
2021-12-10 13:01:36.654,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,managerDashboardNegative,3493,"[1] user=officer1, password=officer1",OK
2021-12-10 13:01:39.914,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,managerDashboardNegative,3020,"[2] user=officer2, password=officer2",OK
2021-12-10 13:01:43.043,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,administratoDashboardPositive,2873,"administratoDashboardPositive()",OK
2021-12-10 13:01:58.761,acme.testing.officer.duty.OfficerDutyUpdateTest,updateDutyPositive,6421,"[1] recordIndex=0, title=Hacer DP editado, description=Tengo que terminar la entrega, periodInitial=2021/12/14 17:50, periodFinal=2022/01/25 18:55, workload=22.59, link=http://www.prueba.com, isPublic=false",OK
2021-12-10 13:02:05.445,acme.testing.officer.duty.OfficerDutyUpdateTest,updateDutyPositive,6425,"[2] recordIndex=1, title=Hacer DP tarea 7, description=Prueba de edición, periodInitial=2021/12/14 17:50, periodFinal=2022/01/27 19:55, workload=0.50, link=http://www.sample-app.com, isPublic=false",OK
2021-12-10 13:02:11.519,acme.testing.officer.duty.OfficerDutyUpdateTest,updateDutyPositive,5837,"[3] recordIndex=2, title=Hacer DP tarea 10, description=Tengo que terminar la entrega 10, periodInitial=2021/12/14 13:50, periodFinal=2022/01/27 12:12, workload=3.12, link=null, isPublic=true",OK
2021-12-10 13:02:17.56,acme.testing.officer.duty.OfficerDutyUpdateTest,updateDutyPositive,5812,"[4] recordIndex=3, title=Hacer DP tarea 8, description=Tengo que terminar la entrega 8, periodInitial=2021/12/14 12:12, periodFinal=2022/01/27 14:12, workload=1.24, link=null, isPublic=true",OK
2021-12-10 13:02:24.117,acme.testing.officer.duty.OfficerDutyUpdateTest,updateDutyPositive,6341,"[5] recordIndex=4, title=Hacer DP tarea 5, description=Tengo que terminar la entrega, periodInitial=2021/12/14 19:50, periodFinal=2022/01/27 19:51, workload=0.01, link=http://www.twitter.com, isPublic=false",OK
2021-12-10 13:02:30.348,acme.testing.officer.duty.OfficerDutyUpdateTest,updateDutyPositive,5987,"[6] recordIndex=5, title=Probando manager Id editado, description=Tengo que terminar la entrega editado, periodInitial=2021/12/14 21:50, periodFinal=2030/10/31 23:55, workload=98.59, link=http://www.sample-app2.com, isPublic=true",OK
2021-12-10 13:02:35.842,acme.testing.officer.duty.OfficerDutyUpdateTest,updateTasksNegative,5254,"[1] recordIndex=0, title=null, description=null, periodInitial=null, periodFinal=null, workload=null, link=null, isPublic=false",OK
2021-12-10 13:02:41.386,acme.testing.officer.duty.OfficerDutyUpdateTest,updateTasksNegative,5294,"[2] recordIndex=1, title=null, description=Tengo q ir a la escuela, periodInitial=2020/08/17 12:24, periodFinal=2021/08/17 13:25, workload=0.60, link=https://sample5.com, isPublic=true",OK
2021-12-10 13:02:47.036,acme.testing.officer.duty.OfficerDutyUpdateTest,updateTasksNegative,5429,"[3] recordIndex=2, title=Dp editado 5, description=null, periodInitial=2021/08/17 12:25, periodFinal=2020/08/17 12:24, workload=0.01, link=sample.com, isPublic=false",OK
